,date,county,cases,deaths
6158,2020-03-21,Monterey,11,1.0
6159,2020-03-21,Napa,1,0.0
6160,2020-03-21,Nevada,1,0.0
6161,2020-03-21,Orange,78,0.0
6162,2020-03-21,Placer,12,1.0
6163,2020-03-21,Riverside,30,5.0
6164,2020-03-21,Sacramento,52,3.0
6165,2020-03-21,San Benito,5,1.0
6166,2020-03-21,San Bernardino,9,0.0
6167,2020-03-21,San Diego,159,0.0
6168,2020-03-21,San Francisco,84,0.0
6169,2020-03-21,San Joaquin,31,2.0
6170,2020-03-21,San Luis Obispo,27,0.0
6171,2020-03-21,San Mateo,110,1.0
6172,2020-03-21,Santa Barbara,17,0.0
6173,2020-03-21,Santa Clara,263,8.0
6174,2020-03-21,Santa Cruz,15,0.0
6175,2020-03-21,Shasta,2,0.0
6176,2020-03-21,Siskiyou,2,0.0
6177,2020-03-21,Solano,19,0.0
6178,2020-03-21,Sonoma,11,1.0
6179,2020-03-21,Stanislaus,5,0.0
6180,2020-03-21,Tulare,11,0.0
6181,2020-03-21,Ventura,26,0.0
6182,2020-03-21,Yolo,6,0.0
6183,2020-03-21,Yuba,2,0.0
7179,2020-03-22,Alameda,127,0.0
7180,2020-03-22,Amador,1,0.0
7181,2020-03-22,Butte,2,0.0
7182,2020-03-22,Contra Costa,61,1.0
7183,2020-03-22,El Dorado,2,0.0
7184,2020-03-22,Fresno,10,0.0
7185,2020-03-22,Humboldt,2,0.0
7186,2020-03-22,Imperial,4,0.0
7187,2020-03-22,Kern,5,0.0
7188,2020-03-22,Los Angeles,421,5.0
7189,2020-03-22,Madera,3,0.0
7190,2020-03-22,Marin,38,0.0
7191,2020-03-22,Mendocino,1,0.0
7192,2020-03-22,Monterey,14,1.0
7193,2020-03-22,Napa,3,0.0
7194,2020-03-22,Nevada,1,0.0
7195,2020-03-22,Orange,95,0.0
7196,2020-03-22,Placer,12,1.0
7197,2020-03-22,Riverside,45,6.0
7198,2020-03-22,Sacramento,52,3.0
7199,2020-03-22,San Benito,5,1.0
7200,2020-03-22,San Bernardino,17,0.0
7201,2020-03-22,San Diego,205,0.0
7202,2020-03-22,San Francisco,111,0.0
7203,2020-03-22,San Joaquin,41,2.0
7204,2020-03-22,San Luis Obispo,27,0.0
7205,2020-03-22,San Mateo,117,1.0
7206,2020-03-22,Santa Barbara,18,0.0
7207,2020-03-22,Santa Clara,303,11.0
7208,2020-03-22,Santa Cruz,15,0.0
7209,2020-03-22,Shasta,2,0.0
7210,2020-03-22,Siskiyou,2,0.0
7211,2020-03-22,Solano,19,0.0
7212,2020-03-22,Sonoma,11,1.0
7213,2020-03-22,Stanislaus,8,0.0
7214,2020-03-22,Tulare,12,0.0
7215,2020-03-22,Unknown,1,0.0
7216,2020-03-22,Ventura,30,1.0
7217,2020-03-22,Yolo,6,1.0
7218,2020-03-22,Yuba,2,0.0
8322,2020-03-23,Alameda,139,1.0
8323,2020-03-23,Amador,1,0.0
8324,2020-03-23,Butte,3,0.0
8325,2020-03-23,Contra Costa,71,1.0
8326,2020-03-23,El Dorado,2,0.0
8327,2020-03-23,Fresno,13,0.0
8328,2020-03-23,Humboldt,2,0.0
8329,2020-03-23,Imperial,4,0.0
8330,2020-03-23,Kern,5,0.0
8331,2020-03-23,Los Angeles,536,7.0
8332,2020-03-23,Madera,6,0.0
8333,2020-03-23,Marin,47,0.0
8334,2020-03-23,Mendocino,1,0.0
8335,2020-03-23,Monterey,20,1.0
8336,2020-03-23,Napa,3,0.0
8337,2020-03-23,Nevada,3,0.0
8338,2020-03-23,Orange,125,0.0
8339,2020-03-23,Placer,20,1.0
8340,2020-03-23,Riverside,48,6.0
8341,2020-03-23,Sacramento,87,4.0
8342,2020-03-23,San Benito,6,1.0
8343,2020-03-23,San Bernardino,17,0.0
8344,2020-03-23,San Diego,230,0.0
8345,2020-03-23,San Francisco,134,0.0
8346,2020-03-23,San Joaquin,51,2.0
8347,2020-03-23,San Luis Obispo,33,0.0
8348,2020-03-23,San Mateo,142,1.0
8349,2020-03-23,Santa Barbara,18,0.0
8350,2020-03-23,Santa Clara,321,11.0
8351,2020-03-23,Santa Cruz,22,0.0
8352,2020-03-23,Shasta,3,0.0
8353,2020-03-23,Siskiyou,3,0.0
8354,2020-03-23,Solano,21,0.0
8355,2020-03-23,Sonoma,29,1.0
8356,2020-03-23,Stanislaus,10,0.0
8357,2020-03-23,Tulare,16,0.0
8358,2020-03-23,Unknown,2,0.0
8359,2020-03-23,Ventura,35,1.0
8360,2020-03-23,Yolo,8,1.0
8361,2020-03-23,Yuba,3,0.0
9562,2020-03-24,Alameda,151,2.0
9563,2020-03-24,Amador,1,0.0
9564,2020-03-24,Butte,4,0.0
9565,2020-03-24,Calaveras,2,0.0
9566,2020-03-24,Contra Costa,86,1.0
9567,2020-03-24,El Dorado,3,0.0
9568,2020-03-24,Fresno,18,0.0
9569,2020-03-24,Humboldt,5,0.0
9570,2020-03-24,Imperial,9,0.0
9571,2020-03-24,Kern,14,0.0
9572,2020-03-24,Los Angeles,662,11.0
9573,2020-03-24,Madera,6,0.0
9574,2020-03-24,Marin,53,0.0
9575,2020-03-24,Mendocino,2,0.0
9576,2020-03-24,Merced,1,0.0
9577,2020-03-24,Mono,2,0.0
9578,2020-03-24,Monterey,20,1.0
9579,2020-03-24,Napa,3,0.0
9580,2020-03-24,Nevada,4,0.0
9581,2020-03-24,Orange,152,0.0
9582,2020-03-24,Placer,26,1.0
9583,2020-03-24,Riverside,59,6.0
9584,2020-03-24,Sacramento,87,4.0
9585,2020-03-24,San Benito,7,1.0
9586,2020-03-24,San Bernardino,38,1.0
9587,2020-03-24,San Diego,242,1.0
9588,2020-03-24,San Francisco,152,0.0
9589,2020-03-24,San Joaquin,60,2.0
9590,2020-03-24,San Luis Obispo,42,0.0
9591,2020-03-24,San Mateo,161,1.0
9592,2020-03-24,Santa Barbara,24,0.0
9593,2020-03-24,Santa Clara,375,17.0
9594,2020-03-24,Santa Cruz,24,0.0
9595,2020-03-24,Shasta,3,0.0
9596,2020-03-24,Siskiyou,3,0.0
9597,2020-03-24,Solano,29,0.0
9598,2020-03-24,Sonoma,34,1.0
9599,2020-03-24,Stanislaus,11,0.0
9600,2020-03-24,Tulare,17,0.0
9601,2020-03-24,Ventura,39,1.0
9602,2020-03-24,Yolo,10,1.0
9603,2020-03-24,Yuba,3,0.0
10933,2020-03-25,Alameda,156,2.0
10934,2020-03-25,Amador,1,0.0
10935,2020-03-25,Butte,4,0.0
10936,2020-03-25,Calaveras,2,0.0
10937,2020-03-25,Contra Costa,108,1.0
10938,2020-03-25,El Dorado,3,0.0
10939,2020-03-25,Fresno,19,0.0
10940,2020-03-25,Humboldt,10,0.0
10941,2020-03-25,Imperial,9,0.0
10942,2020-03-25,Inyo,1,0.0
10943,2020-03-25,Kern,24,0.0
10944,2020-03-25,Los Angeles,799,13.0
10945,2020-03-25,Madera,7,0.0
10946,2020-03-25,Marin,53,0.0
10947,2020-03-25,Mendocino,2,0.0
10948,2020-03-25,Merced,1,0.0
10949,2020-03-25,Mono,4,0.0
10950,2020-03-25,Monterey,24,1.0
10951,2020-03-25,Napa,6,0.0
10952,2020-03-25,Nevada,4,0.0
10953,2020-03-25,Orange,187,1.0
10954,2020-03-25,Placer,30,1.0
10955,2020-03-25,Riverside,107,8.0
10956,2020-03-25,Sacramento,112,5.0
10957,2020-03-25,San Benito,9,1.0
10958,2020-03-25,San Bernardino,54,2.0
10959,2020-03-25,San Diego,297,2.0
10960,2020-03-25,San Francisco,181,1.0
10961,2020-03-25,San Joaquin,71,3.0
10962,2020-03-25,San Luis Obispo,46,0.0
10963,2020-03-25,San Mateo,165,5.0
10964,2020-03-25,Santa Barbara,26,0.0
10965,2020-03-25,Santa Clara,459,18.0
10966,2020-03-25,Santa Cruz,25,0.0
10967,2020-03-25,Shasta,3,1.0
10968,2020-03-25,Siskiyou,3,0.0
10969,2020-03-25,Solano,36,0.0
10970,2020-03-25,Sonoma,39,1.0
10971,2020-03-25,Stanislaus,12,0.0
10972,2020-03-25,Sutter,2,0.0
10973,2020-03-25,Tulare,18,0.0
10974,2020-03-25,Ventura,50,1.0
10975,2020-03-25,Yolo,11,1.0
10976,2020-03-25,Yuba,3,0.0
12478,2020-03-26,Alameda,199,4.0
12479,2020-03-26,Amador,1,0.0
12480,2020-03-26,Butte,5,0.0
12481,2020-03-26,Calaveras,3,0.0
12482,2020-03-26,Contra Costa,131,1.0
12483,2020-03-26,El Dorado,9,0.0
12484,2020-03-26,Fresno,27,0.0
12485,2020-03-26,Humboldt,12,0.0
12486,2020-03-26,Imperial,17,0.0
12487,2020-03-26,Inyo,2,0.0
12488,2020-03-26,Kern,33,0.0
12489,2020-03-26,Los Angeles,1216,21.0
12490,2020-03-26,Madera,7,0.0
12491,2020-03-26,Marin,65,0.0
12492,2020-03-26,Mendocino,2,0.0
12493,2020-03-26,Merced,4,0.0
12494,2020-03-26,Mono,6,0.0
12495,2020-03-26,Monterey,24,1.0
12496,2020-03-26,Napa,7,0.0
12497,2020-03-26,Nevada,8,0.0
12498,2020-03-26,Orange,256,1.0
12499,2020-03-26,Placer,30,1.0
12500,2020-03-26,Riverside,107,8.0
12501,2020-03-26,Sacramento,112,5.0
12502,2020-03-26,San Benito,9,1.0
12503,2020-03-26,San Bernardino,55,3.0
12504,2020-03-26,San Diego,341,3.0
12505,2020-03-26,San Francisco,226,2.0
12506,2020-03-26,San Joaquin,83,3.0
12507,2020-03-26,San Luis Obispo,54,0.0
12508,2020-03-26,San Mateo,195,5.0
12509,2020-03-26,Santa Barbara,32,0.0
12510,2020-03-26,Santa Clara,542,20.0
12511,2020-03-26,Santa Cruz,32,0.0
12512,2020-03-26,Shasta,3,1.0
12513,2020-03-26,Siskiyou,3,0.0
12514,2020-03-26,Solano,39,0.0
12515,2020-03-26,Sonoma,49,1.0
12516,2020-03-26,Stanislaus,17,0.0
12517,2020-03-26,Sutter,2,0.0
12518,2020-03-26,Tulare,20,0.0
12519,2020-03-26,Ventura,61,1.0
12520,2020-03-26,Yolo,11,1.0
12521,2020-03-26,Yuba,3,0.0
14142,2020-03-27,Alameda,241,4.0
14143,2020-03-27,Amador,1,0.0
14144,2020-03-27,Butte,5,0.0
14145,2020-03-27,Calaveras,3,0.0
14146,2020-03-27,Colusa,1,0.0
14147,2020-03-27,Contra Costa,151,2.0
14148,2020-03-27,El Dorado,12,0.0
14149,2020-03-27,Fresno,31,0.0
14150,2020-03-27,Humboldt,14,0.0
14151,2020-03-27,Imperial,21,0.0
14152,2020-03-27,Inyo,5,0.0
14153,2020-03-27,Kern,41,1.0
14154,2020-03-27,Kings,1,0.0
14155,2020-03-27,Los Angeles,1465,27.0
14156,2020-03-27,Madera,11,1.0
14157,2020-03-27,Marin,69,1.0
14158,2020-03-27,Mendocino,2,0.0
14159,2020-03-27,Merced,7,0.0
14160,2020-03-27,Mono,8,0.0
14161,2020-03-27,Monterey,27,1.0
14162,2020-03-27,Napa,10,0.0
14163,2020-03-27,Nevada,12,0.0
14164,2020-03-27,Orange,321,3.0
14165,2020-03-27,Placer,41,1.0
14166,2020-03-27,Riverside,185,8.0
14167,2020-03-27,Sacramento,164,6.0
14168,2020-03-27,San Benito,11,1.0
14169,2020-03-27,San Bernardino,64,3.0
14170,2020-03-27,San Diego,417,5.0
14171,2020-03-27,San Francisco,282,3.0
14172,2020-03-27,San Joaquin,93,4.0
14173,2020-03-27,San Luis Obispo,59,0.0
14174,2020-03-27,San Mateo,239,6.0
14175,2020-03-27,Santa Barbara,47,0.0
14176,2020-03-27,Santa Clara,574,21.0
14177,2020-03-27,Santa Cruz,34,0.0
14178,2020-03-27,Shasta,3,1.0
14179,2020-03-27,Siskiyou,3,0.0
14180,2020-03-27,Solano,39,0.0
14181,2020-03-27,Sonoma,50,1.0
14182,2020-03-27,Stanislaus,23,0.0
14183,2020-03-27,Sutter,2,0.0
14184,2020-03-27,Tulare,24,0.0
14185,2020-03-27,Ventura,83,3.0
14186,2020-03-27,Yolo,16,1.0
14187,2020-03-27,Yuba,3,0.0
15923,2020-03-28,Alameda,277,6.0
15924,2020-03-28,Amador,1,0.0
15925,2020-03-28,Butte,5,0.0
15926,2020-03-28,Calaveras,3,0.0
15927,2020-03-28,Colusa,1,0.0
15928,2020-03-28,Contra Costa,168,3.0
15929,2020-03-28,El Dorado,12,0.0
15930,2020-03-28,Fresno,43,0.0
15931,2020-03-28,Glenn,1,0.0
15932,2020-03-28,Humboldt,18,0.0
15933,2020-03-28,Imperial,25,0.0
15934,2020-03-28,Inyo,5,0.0
15935,2020-03-28,Kern,47,1.0
15936,2020-03-28,Kings,1,0.0
15937,2020-03-28,Los Angeles,1804,33.0
15938,2020-03-28,Madera,15,1.0
15939,2020-03-28,Marin,74,1.0
15940,2020-03-28,Mendocino,2,0.0
15941,2020-03-28,Merced,7,0.0
15942,2020-03-28,Mono,8,0.0
15943,2020-03-28,Monterey,27,1.0
15944,2020-03-28,Napa,10,0.0
15945,2020-03-28,Nevada,12,0.0
15946,2020-03-28,Orange,321,3.0
15947,2020-03-28,Placer,44,1.0
15948,2020-03-28,Riverside,185,8.0
15949,2020-03-28,Sacramento,164,6.0
15950,2020-03-28,San Benito,11,1.0
15951,2020-03-28,San Bernardino,64,3.0
15952,2020-03-28,San Diego,488,7.0
15953,2020-03-28,San Francisco,308,4.0
15954,2020-03-28,San Joaquin,108,4.0
15955,2020-03-28,San Luis Obispo,67,0.0
15956,2020-03-28,San Mateo,274,6.0
15957,2020-03-28,Santa Barbara,64,0.0
15958,2020-03-28,Santa Clara,591,26.0
15959,2020-03-28,Santa Cruz,39,0.0
15960,2020-03-28,Shasta,3,1.0
15961,2020-03-28,Siskiyou,3,0.0
15962,2020-03-28,Solano,39,0.0
15963,2020-03-28,Sonoma,50,1.0
15964,2020-03-28,Stanislaus,29,0.0
15965,2020-03-28,Sutter,2,0.0
15966,2020-03-28,Tulare,29,1.0
15967,2020-03-28,Ventura,98,3.0
15968,2020-03-28,Yolo,16,1.0
15969,2020-03-28,Yuba,3,0.0
17812,2020-03-29,Alameda,291,6.0
17813,2020-03-29,Amador,1,0.0
17814,2020-03-29,Butte,5,0.0
17815,2020-03-29,Calaveras,3,0.0
17816,2020-03-29,Colusa,1,0.0
17817,2020-03-29,Contra Costa,175,3.0
17818,2020-03-29,El Dorado,12,0.0
17819,2020-03-29,Fresno,43,0.0
17820,2020-03-29,Glenn,1,0.0
17821,2020-03-29,Humboldt,18,0.0
17822,2020-03-29,Imperial,25,0.0
17823,2020-03-29,Inyo,8,0.0
17824,2020-03-29,Kern,51,1.0
17825,2020-03-29,Kings,2,0.0
17826,2020-03-29,Los Angeles,2136,37.0
17827,2020-03-29,Madera,18,1.0
17828,2020-03-29,Marin,93,1.0
17829,2020-03-29,Mendocino,3,0.0
17830,2020-03-29,Merced,8,0.0
17831,2020-03-29,Mono,11,0.0
17832,2020-03-29,Monterey,32,1.0
17833,2020-03-29,Napa,11,0.0
17834,2020-03-29,Nevada,12,0.0
17835,2020-03-29,Orange,431,4.0
17836,2020-03-29,Placer,53,2.0
17837,2020-03-29,Riverside,195,8.0
17838,2020-03-29,Sacramento,164,6.0
17839,2020-03-29,San Benito,14,1.0
17840,2020-03-29,San Bernardino,111,3.0
17841,2020-03-29,San Diego,519,7.0
17842,2020-03-29,San Francisco,343,5.0
17843,2020-03-29,San Joaquin,121,5.0
17844,2020-03-29,San Luis Obispo,71,0.0
17845,2020-03-29,San Mateo,277,6.0
17846,2020-03-29,Santa Barbara,68,0.0
17847,2020-03-29,Santa Clara,646,26.0
17848,2020-03-29,Santa Cruz,44,1.0
17849,2020-03-29,Shasta,4,1.0
17850,2020-03-29,Siskiyou,3,0.0
17851,2020-03-29,Solano,39,0.0
17852,2020-03-29,Sonoma,57,1.0
17853,2020-03-29,Stanislaus,31,0.0
17854,2020-03-29,Sutter,6,0.0
17855,2020-03-29,Tulare,35,1.0
17856,2020-03-29,Tuolumne,1,0.0
17857,2020-03-29,Ventura,109,4.0
17858,2020-03-29,Yolo,16,1.0
17859,2020-03-29,Yuba,3,0.0
19788,2020-03-30,Alameda,304,7.0
19789,2020-03-30,Alpine,1,0.0
19790,2020-03-30,Amador,1,0.0
19791,2020-03-30,Butte,8,0.0
19792,2020-03-30,Calaveras,3,0.0
19793,2020-03-30,Colusa,1,0.0
19794,2020-03-30,Contra Costa,187,3.0
19795,2020-03-30,El Dorado,15,0.0
19796,2020-03-30,Fresno,53,0.0
19797,2020-03-30,Glenn,2,0.0
19798,2020-03-30,Humboldt,21,0.0
19799,2020-03-30,Imperial,33,0.0
19800,2020-03-30,Inyo,8,0.0
19801,2020-03-30,Kern,76,1.0
19802,2020-03-30,Kings,3,0.0
19803,2020-03-30,Los Angeles,2474,44.0
19804,2020-03-30,Madera,21,1.0
19805,2020-03-30,Marin,99,1.0
19806,2020-03-30,Mendocino,4,0.0
19807,2020-03-30,Merced,9,0.0
19808,2020-03-30,Mono,13,0.0
19809,2020-03-30,Monterey,36,1.0
19810,2020-03-30,Napa,15,0.0
19811,2020-03-30,Nevada,18,0.0
19812,2020-03-30,Orange,464,4.0
19813,2020-03-30,Placer,57,2.0
19814,2020-03-30,Riverside,291,9.0
19815,2020-03-30,Sacramento,224,7.0
19816,2020-03-30,San Benito,17,1.0
19817,2020-03-30,San Bernardino,111,3.0
19818,2020-03-30,San Diego,603,7.0
19819,2020-03-30,San Francisco,374,6.0
19820,2020-03-30,San Joaquin,136,6.0
19821,2020-03-30,San Luis Obispo,77,0.0
19822,2020-03-30,San Mateo,309,6.0
19823,2020-03-30,Santa Barbara,88,0.0
19824,2020-03-30,Santa Clara,848,29.0
19825,2020-03-30,Santa Cruz,45,1.0
19826,2020-03-30,Shasta,6,1.0
19827,2020-03-30,Siskiyou,3,0.0
19828,2020-03-30,Solano,48,0.0
19829,2020-03-30,Sonoma,73,1.0
19830,2020-03-30,Stanislaus,33,0.0
19831,2020-03-30,Sutter,9,0.0
19832,2020-03-30,Tulare,43,1.0
19833,2020-03-30,Tuolumne,1,0.0
19834,2020-03-30,Ventura,126,4.0
19835,2020-03-30,Yolo,24,1.0
19836,2020-03-30,Yuba,6,0.0
21862,2020-03-31,Alameda,334,7.0
21863,2020-03-31,Alpine,1,0.0
21864,2020-03-31,Amador,1,0.0
21865,2020-03-31,Butte,8,0.0
21866,2020-03-31,Calaveras,3,0.0
21867,2020-03-31,Colusa,1,0.0
21868,2020-03-31,Contra Costa,222,3.0
21869,2020-03-31,El Dorado,18,0.0
21870,2020-03-31,Fresno,68,0.0
21871,2020-03-31,Glenn,2,0.0
21872,2020-03-31,Humboldt,27,0.0
21873,2020-03-31,Imperial,38,0.0
21874,2020-03-31,Inyo,8,0.0
21875,2020-03-31,Kern,101,1.0
21876,2020-03-31,Kings,4,0.0
21877,2020-03-31,Los Angeles,3011,54.0
21878,2020-03-31,Madera,23,1.0
21879,2020-03-31,Marin,102,4.0
21880,2020-03-31,Mendocino,4,0.0
21881,2020-03-31,Merced,10,0.0
21882,2020-03-31,Mono,13,1.0
21883,2020-03-31,Monterey,42,2.0
21884,2020-03-31,Napa,16,1.0
21885,2020-03-31,Nevada,21,0.0
21886,2020-03-31,Orange,502,7.0
21887,2020-03-31,Placer,67,2.0
21888,2020-03-31,Plumas,1,0.0
21889,2020-03-31,Riverside,371,13.0
21890,2020-03-31,Sacramento,224,7.0
21891,2020-03-31,San Benito,21,1.0
21892,2020-03-31,San Bernardino,183,6.0
21893,2020-03-31,San Diego,734,9.0
21894,2020-03-31,San Francisco,400,6.0
21895,2020-03-31,San Joaquin,151,8.0
21896,2020-03-31,San Luis Obispo,80,0.0
21897,2020-03-31,San Mateo,309,10.0
21898,2020-03-31,Santa Barbara,99,0.0
21899,2020-03-31,Santa Clara,890,31.0
21900,2020-03-31,Santa Cruz,49,1.0
21901,2020-03-31,Shasta,6,1.0
21902,2020-03-31,Siskiyou,3,0.0
21903,2020-03-31,Solano,54,0.0
21904,2020-03-31,Sonoma,85,1.0
21905,2020-03-31,Stanislaus,39,0.0
21906,2020-03-31,Sutter,10,0.0
21907,2020-03-31,Tulare,45,1.0
21908,2020-03-31,Tuolumne,1,0.0
21909,2020-03-31,Ventura,149,5.0
21910,2020-03-31,Yolo,25,1.0
21911,2020-03-31,Yuba,7,0.0
24020,2020-04-01,Alameda,380,8.0
24021,2020-04-01,Alpine,1,0.0
24022,2020-04-01,Amador,2,0.0
24023,2020-04-01,Butte,8,0.0
24024,2020-04-01,Calaveras,3,0.0
24025,2020-04-01,Colusa,1,0.0
24026,2020-04-01,Contra Costa,250,3.0
24027,2020-04-01,El Dorado,18,0.0
24028,2020-04-01,Fresno,82,0.0
24029,2020-04-01,Glenn,2,0.0
24030,2020-04-01,Humboldt,27,0.0
24031,2020-04-01,Imperial,43,0.0
24032,2020-04-01,Inyo,9,0.0
24033,2020-04-01,Kern,110,1.0
24034,2020-04-01,Kings,4,0.0
24035,2020-04-01,Los Angeles,3518,65.0
24036,2020-04-01,Madera,23,1.0
24037,2020-04-01,Marin,108,4.0
24038,2020-04-01,Mendocino,4,0.0
24039,2020-04-01,Merced,10,0.0
24040,2020-04-01,Mono,13,1.0
24041,2020-04-01,Monterey,42,2.0
24042,2020-04-01,Napa,19,1.0
24043,2020-04-01,Nevada,26,0.0
24044,2020-04-01,Orange,606,10.0
24045,2020-04-01,Placer,78,2.0
24046,2020-04-01,Plumas,1,0.0
24047,2020-04-01,Riverside,371,13.0
24048,2020-04-01,Sacramento,314,9.0
24049,2020-04-01,San Benito,23,1.0
24050,2020-04-01,San Bernardino,254,6.0
24051,2020-04-01,San Diego,849,15.0
24052,2020-04-01,San Francisco,437,7.0
24053,2020-04-01,San Joaquin,161,8.0
24054,2020-04-01,San Luis Obispo,83,0.0
24055,2020-04-01,San Mateo,388,10.0
24056,2020-04-01,Santa Barbara,111,0.0
24057,2020-04-01,Santa Clara,956,33.0
24058,2020-04-01,Santa Cruz,54,1.0
24059,2020-04-01,Shasta,7,1.0
24060,2020-04-01,Siskiyou,3,0.0
24061,2020-04-01,Solano,54,0.0
24062,2020-04-01,Sonoma,91,1.0
24063,2020-04-01,Stanislaus,44,0.0
24064,2020-04-01,Sutter,14,0.0
24065,2020-04-01,Tulare,59,2.0
24066,2020-04-01,Tuolumne,1,0.0
24067,2020-04-01,Unknown,0,1.0
24068,2020-04-01,Ventura,160,5.0
24069,2020-04-01,Yolo,28,1.0
24070,2020-04-01,Yuba,7,0.0
26248,2020-04-02,Alameda,417,9.0
26249,2020-04-02,Alpine,1,0.0
26250,2020-04-02,Amador,2,0.0
26251,2020-04-02,Butte,10,0.0
26252,2020-04-02,Calaveras,3,0.0
26253,2020-04-02,Colusa,1,0.0
26254,2020-04-02,Contra Costa,276,3.0
26255,2020-04-02,Del Norte,1,0.0
26256,2020-04-02,El Dorado,19,0.0
26257,2020-04-02,Fresno,94,0.0
26258,2020-04-02,Glenn,2,0.0
26259,2020-04-02,Humboldt,37,0.0
26260,2020-04-02,Imperial,50,0.0
26261,2020-04-02,Inyo,10,1.0
26262,2020-04-02,Kern,155,1.0
26263,2020-04-02,Kings,5,0.0
26264,2020-04-02,Los Angeles,4045,78.0
26265,2020-04-02,Madera,28,1.0
26266,2020-04-02,Marin,118,6.0
26267,2020-04-02,Mendocino,4,0.0
26268,2020-04-02,Merced,16,0.0
26269,2020-04-02,Mono,18,1.0
26270,2020-04-02,Monterey,48,2.0
26271,2020-04-02,Napa,19,1.0
26272,2020-04-02,Nevada,30,0.0
26273,2020-04-02,Orange,656,13.0
26274,2020-04-02,Placer,90,2.0
26275,2020-04-02,Plumas,1,0.0
26276,2020-04-02,Riverside,493,14.0
26277,2020-04-02,Sacramento,340,9.0
26278,2020-04-02,San Benito,23,1.0
26279,2020-04-02,San Bernardino,304,8.0
26280,2020-04-02,San Diego,966,16.0
26281,2020-04-02,San Francisco,450,7.0
26282,2020-04-02,San Joaquin,178,10.0
26283,2020-04-02,San Luis Obispo,89,0.0
26284,2020-04-02,San Mateo,453,10.0
26285,2020-04-02,Santa Barbara,139,1.0
26286,2020-04-02,Santa Clara,1019,37.0
26287,2020-04-02,Santa Cruz,57,1.0
26288,2020-04-02,Shasta,7,1.0
26289,2020-04-02,Siskiyou,3,0.0
26290,2020-04-02,Solano,66,1.0
26291,2020-04-02,Sonoma,95,1.0
26292,2020-04-02,Stanislaus,50,0.0
26293,2020-04-02,Sutter,14,1.0
26294,2020-04-02,Tulare,74,2.0
26295,2020-04-02,Tuolumne,1,0.0
26296,2020-04-02,Unknown,0,2.0
26297,2020-04-02,Ventura,177,6.0
26298,2020-04-02,Yolo,28,1.0
26299,2020-04-02,Yuba,8,0.0
28547,2020-04-03,Alameda,464,12.0
28548,2020-04-03,Alpine,1,0.0
28549,2020-04-03,Amador,2,0.0
28550,2020-04-03,Butte,11,0.0
28551,2020-04-03,Calaveras,4,0.0
28552,2020-04-03,Colusa,2,0.0
28553,2020-04-03,Contra Costa,307,5.0
28554,2020-04-03,Del Norte,1,0.0
28555,2020-04-03,El Dorado,22,0.0
28556,2020-04-03,Fresno,100,1.0
28557,2020-04-03,Glenn,2,0.0
28558,2020-04-03,Humboldt,40,0.0
28559,2020-04-03,Imperial,55,0.0
28560,2020-04-03,Inyo,10,0.0
28561,2020-04-03,Kern,199,2.0
28562,2020-04-03,Kings,5,0.0
28563,2020-04-03,Los Angeles,4566,89.0
28564,2020-04-03,Madera,28,2.0
28565,2020-04-03,Marin,131,6.0
28566,2020-04-03,Mendocino,4,0.0
28567,2020-04-03,Merced,16,0.0
28568,2020-04-03,Mono,19,1.0
28569,2020-04-03,Monterey,53,2.0
28570,2020-04-03,Napa,21,2.0
28571,2020-04-03,Nevada,31,1.0
28572,2020-04-03,Orange,711,13.0
28573,2020-04-03,Placer,97,2.0
28574,2020-04-03,Plumas,2,0.0
28575,2020-04-03,Riverside,638,15.0
28576,2020-04-03,Sacramento,389,10.0
28577,2020-04-03,San Benito,23,2.0
28578,2020-04-03,San Bernardino,353,13.0
28579,2020-04-03,San Diego,1112,17.0
28580,2020-04-03,San Francisco,500,7.0
28581,2020-04-03,San Joaquin,185,11.0
28582,2020-04-03,San Luis Obispo,93,0.0
28583,2020-04-03,San Mateo,486,13.0
28584,2020-04-03,Santa Barbara,152,1.0
28585,2020-04-03,Santa Clara,1094,39.0
28586,2020-04-03,Santa Cruz,59,1.0
28587,2020-04-03,Shasta,11,2.0
28588,2020-04-03,Siskiyou,3,0.0
28589,2020-04-03,Solano,78,1.0
28590,2020-04-03,Sonoma,100,1.0
28591,2020-04-03,Stanislaus,58,0.0
28592,2020-04-03,Sutter,16,1.0
28593,2020-04-03,Tehama,1,0.0
28594,2020-04-03,Tulare,81,3.0
28595,2020-04-03,Tuolumne,1,0.0
28596,2020-04-03,Unknown,1,0.0
28597,2020-04-03,Ventura,189,6.0
28598,2020-04-03,Yolo,33,1.0
28599,2020-04-03,Yuba,9,0.0
30905,2020-04-04,Alameda,464,12.0
30906,2020-04-04,Alpine,1,0.0
30907,2020-04-04,Amador,2,0.0
30908,2020-04-04,Butte,11,0.0
30909,2020-04-04,Calaveras,4,0.0
30910,2020-04-04,Colusa,2,0.0
30911,2020-04-04,Contra Costa,353,5.0
30912,2020-04-04,Del Norte,2,0.0
30913,2020-04-04,El Dorado,22,0.0
30914,2020-04-04,Fresno,103,1.0
30915,2020-04-04,Glenn,2,0.0
30916,2020-04-04,Humboldt,44,0.0
30917,2020-04-04,Imperial,55,0.0
30918,2020-04-04,Inyo,10,0.0
30919,2020-04-04,Kern,205,2.0
30920,2020-04-04,Kings,5,0.0
30921,2020-04-04,Los Angeles,5277,117.0
30922,2020-04-04,Madera,30,2.0
30923,2020-04-04,Marin,137,7.0
